"date","redd_id","reach","fish_on_redd","age","run","redd_count","redd_measured","redd_width","redd_length","pre_redd_depth","redd_pit_depth","redd_tail_depth","pre_redd_substrate_class","redd_substrate_class","tail_substrate_class","velocity"
"2002-10-08","2002_100","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_101","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_102","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_103","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_104","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_105","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_106","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_107","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_108","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-08","2002_109","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_110","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-09","2002_111","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-09","2002_112","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-08","2002_113","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_114","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-09","2002_115","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-08","2002_116","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-08","2002_117","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_118","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-08","2002_119","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_120","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_121","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_122","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_123","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_124","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_125","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_126","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-23","2002_127","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-22","2002_128","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-22","2002_129","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_130","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_131","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-16","2002_132","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-08","2002_133","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_134","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-10","2002_135","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-23","2002_136","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_137","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_138","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_139","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_140","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_141","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_142","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_143","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_144","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_145","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_146","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-11-06","2002_147","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-11-06","2002_148","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_149","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-11","2002_150","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-11","2002_151","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-11","2002_152","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_153","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_154","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_155","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_156","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_157","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-10","2002_158","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_159","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_160","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_161","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_162","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_163","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_164","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_165","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_166","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_167","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_168","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_169","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_170","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_171","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_172","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_173","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_174","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_175","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_176","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-11-05","2002_177","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_178","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_179","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_180","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_181","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-24","2002_182","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-10","2002_183","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-10","2002_184","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-09","2002_185","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-10","2002_186","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_187","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_188","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_189","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-11","2002_190","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-11","2002_191","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-11","2002_192","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_193","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-24","2002_194","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_195","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-25","2002_196","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_197","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_198","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_199","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_200","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_201","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-24","2002_202","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_203","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_204","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_205","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_206","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-11-07","2002_207","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_208","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_209","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_210","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_211","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_212","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_213","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_214","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_215","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_216","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_217","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_218","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-24","2002_219","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-24","2002_220","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-24","2002_221","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-24","2002_222","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-24","2002_223","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_224","R4",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_225","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_226","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_227","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_228","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_229","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_230","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_231","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_232","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-09-26","2002_233","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_234","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_235","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-11-08","2002_236","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_237","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_238","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-11","2002_239","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_240","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-10-25","2002_241","R5",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-22","2003_320","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-06","2003_321","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-22","2003_322","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-20","2003_323","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-22","2003_324","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-06","2003_325","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-06","2003_326","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-08","2003_327","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-22","2003_328","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-08","2003_329","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-10-20","2003_330","R1",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-30","2003_331","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-23","2003_332","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-24","2003_333","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-24","2003_334","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-24","2003_335","R3",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-23","2003_336","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-23","2003_337","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-30","2003_338","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-30","2003_339","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-23","2003_340","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-23","2003_341","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-23","2003_342","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-30","2003_343","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003-09-23","2003_344","R2",NA,NA,"spring",1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
